,Yearly_ExpensesK,Yearly_IncomeK,Overall_happiness_score,Avg_Residancy_Altitude,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Will_vote_only_large_party,Financial_agenda_matters
2652,729.924057561,557.202208538,123.042131407,592.503920052,1,0,0,0,0,0,0,0,0.0,0.0
2653,416.138948852,582.184083961,680.344190609,101.55467092,0,0,0,0,0,0,0,1,1.0,0.0
2654,401.895594124,605.819908444,549.483089348,203.16220943,0,1,0,0,0,0,0,0,1.0,0.0
2655,414.273390419,729.212475313,860.467321046,140.35668563,1,0,0,0,0,0,0,0,1.0,0.0
2656,370.031398983,549.996689814,640.172319907,88.8761819775,0,0,0,0,0,0,0,1,1.0,0.0
2657,186.806541491,635.736445482,780.669645013,425.007699182,1,0,0,0,0,0,0,0,0.0,0.0
2658,610.989120205,626.765533706,515.607142355,29.2453877286,0,0,0,1,0,0,0,0,1.0,1.0
2659,402.138340384,536.679149624,774.616558234,41.022369222,0,0,0,0,1,0,0,0,1.0,0.0
2660,390.905559776,707.365536655,814.623548856,117.460630301,1,0,0,0,0,0,0,0,1.0,0.0
2661,454.453283635,577.607655664,713.968682136,102.935687472,1,0,0,0,0,0,0,0,1.0,0.0
2662,582.012487564,653.296147906,689.402069948,65.0551122383,0,0,0,0,0,0,0,1,1.0,0.0
2663,825.989425014,674.78027218,918.571057699,85.7637808156,0,0,0,0,0,0,1,0,1.0,1.0
2664,441.568889672,595.763268024,627.944897902,74.3495875002,0,1,0,0,0,0,0,0,1.0,0.0
2665,425.651614927,576.41864563,624.111956846,278.393266948,0,0,0,0,1,0,0,0,1.0,0.0
2666,443.300912112,594.491959454,630.194383578,139.766295374,0,0,1,0,0,0,0,0,1.0,0.0
2667,372.466951986,569.208378235,573.822428085,120.623837529,0,0,1,0,0,0,0,0,1.0,0.0
2668,387.237391639,703.087910505,833.405516942,76.475087881,0,0,0,0,1,0,0,0,1.0,0.0
2669,413.873697421,645.898356902,627.816177903,179.969782622,1,0,0,0,0,0,0,0,1.0,0.0
2670,599.071440625,700.169065722,877.461171618,435.354380063,0,0,1,0,0,0,0,0,0.0,1.0
2671,405.637473459,220.482945442,407.618124745,143.923187487,0,0,0,0,0,1,0,0,1.0,1.0
2672,624.559882647,659.496300678,704.197943165,292.021020843,0,1,0,0,0,0,0,0,1.0,0.0
2673,607.416313802,660.487973656,704.841503104,215.471092219,0,0,0,0,1,0,0,0,1.0,0.0
2674,345.483514434,699.134664291,839.383784928,95.1079748359,1,0,0,0,0,0,0,0,1.0,0.0
2675,595.059655583,636.675111717,688.729392351,51.3526133225,0,0,1,0,0,0,0,0,1.0,0.0
2676,381.192559,663.433749836,854.976506351,104.12290504,0,0,0,0,0,0,0,1,1.0,0.0
2677,403.848230957,548.272887644,568.238606575,52.3715312326,0,0,1,0,0,0,0,0,1.0,0.0
2678,816.386974881,879.545855173,740.566855949,148.216509427,0,1,0,0,0,0,0,0,1.0,0.0
2679,808.382395918,482.479426311,859.122725045,121.585690459,0,0,0,0,0,0,1,0,1.0,1.0
2680,610.82976446,679.716886432,726.143691636,258.243174428,0,0,0,0,0,0,0,1,1.0,0.0
2681,435.340666723,653.680257736,615.880293073,163.755852902,0,0,1,0,0,0,0,0,1.0,0.0
2682,398.832530724,572.972611027,806.111263773,175.333363287,0,0,0,0,0,0,0,1,1.0,0.0
2683,440.166503253,634.224340748,610.642840663,98.7825313178,0,1,0,0,0,0,0,0,1.0,0.0
2684,365.943598849,729.888959946,863.424291773,85.1288741949,0,1,0,0,0,0,0,0,1.0,0.0
2685,728.60211501,697.814777191,444.799154869,355.515158901,0,0,0,0,1,0,0,0,0.0,0.0
2686,150.868474972,242.681376775,797.269241009,121.043650305,0,0,0,0,0,1,0,0,1.0,1.0
2687,460.428391826,633.895146069,753.141210955,132.407211022,1,0,0,0,0,0,0,0,1.0,0.0
2688,520.102826501,635.125038136,887.939123826,24.4226507551,0,0,0,0,1,0,0,0,1.0,0.0
2689,388.930910701,724.476377125,875.000579259,42.8204989346,0,1,0,0,0,0,0,0,1.0,0.0
2690,778.385897412,696.95697464,529.841600284,741.680156179,0,0,0,0,0,0,0,1,0.0,0.0
2691,423.135543129,578.756655647,750.520732542,248.195293855,0,1,0,0,0,0,0,0,1.0,0.0
2692,587.817818339,668.573049743,669.212838411,101.190221074,0,1,0,0,0,0,0,0,1.0,0.0
2693,754.152514666,83.1533357304,73.127117008,116.730126499,0,0,0,0,0,0,1,0,1.0,1.0
2694,945.627399453,836.104122223,942.474419611,223.41933374,0,0,0,0,0,1,0,0,1.0,1.0
2695,588.140352942,615.505085456,694.240222133,284.375543812,0,0,0,0,0,0,0,1,1.0,0.0
2696,143.399495876,367.915395028,7.0500004412,392.467017914,1,0,0,0,0,0,0,0,0.0,0.0
2697,481.813713578,594.196281472,632.392355997,43.167443361,1,0,0,0,0,0,0,0,1.0,0.0
2698,600.360355054,657.320070678,677.718007202,70.7939371192,0,1,0,0,0,0,0,0,1.0,0.0
2699,387.925937858,603.304379137,549.257687464,203.88273138,0,0,0,0,1,0,0,0,1.0,0.0
2700,404.976159694,578.015178947,741.728491073,96.6592417715,0,0,1,0,0,0,0,0,1.0,0.0
2701,414.202036888,583.516721549,772.678982216,265.105748454,0,1,0,0,0,0,0,0,1.0,0.0
2702,338.709815239,557.616317319,499.090325826,384.520413911,0,0,0,0,1,0,0,0,0.0,1.0
2703,591.044533794,651.881225732,712.954560248,172.629008811,0,1,0,0,0,0,0,0,1.0,0.0
2704,690.820953086,740.019610299,799.127979139,582.349132666,0,0,1,0,0,0,0,0,0.0,1.0
2705,113.84140323,730.536462625,595.055150027,381.721914902,0,0,0,0,1,0,0,0,0.0,0.0
2706,588.33247359,46.0257567465,846.938691422,110.96431329,0,0,0,0,0,1,0,0,1.0,1.0
2707,465.448368263,617.339042818,760.347269737,24.7392088019,0,0,0,0,0,0,0,1,1.0,0.0
2708,606.951009763,560.227919924,803.026680529,44.861035002,1,0,0,0,0,0,0,0,1.0,0.0
2709,388.616367447,714.486448366,829.557722375,22.4350459678,0,0,0,0,1,0,0,0,1.0,0.0
2710,608.430225726,685.855965703,739.724286203,81.7753189349,0,0,0,0,0,0,0,1,1.0,0.0
2711,419.589966548,566.803740356,594.14926732,193.730144536,0,0,0,0,1,0,0,0,1.0,0.0
2712,399.164489872,585.988009823,642.012887903,191.998133643,1,0,0,0,0,0,0,0,1.0,0.0
2713,602.993244041,629.201185296,644.237707906,101.328404421,0,0,0,0,0,0,0,1,1.0,0.0
2714,530.615359291,627.46578645,811.368995801,294.422809819,1,0,0,0,0,0,0,0,1.0,0.0
2715,424.588342441,566.940277278,580.001756456,304.914207799,0,0,0,0,0,0,0,1,1.0,0.0
2716,651.447376612,624.462514695,670.665380476,60.7916753586,0,0,1,0,0,0,0,0,1.0,0.0
2717,327.40739294,471.701584694,813.465239898,335.83637254,0,0,1,0,0,0,0,0,0.0,1.0
2718,343.501324064,442.5057049,525.567881875,-12.6706012317,0,0,0,0,0,0,0,1,0.0,1.0
2719,785.214959304,423.391421873,484.757356906,591.793313264,0,0,1,0,0,0,0,0,0.0,0.0
2720,161.18754239,579.053037492,664.591098747,481.534452246,0,0,1,0,0,0,0,0,0.0,0.0
2721,415.919048601,619.155975042,625.119567222,29.3884440903,0,0,1,0,0,0,0,0,1.0,0.0
2722,615.954836958,696.406271231,866.161475489,403.472193425,0,0,0,0,1,0,0,0,0.0,1.0
2723,600.186097315,656.018723979,676.182637461,40.1238805211,0,0,1,0,0,0,0,0,1.0,0.0
2724,405.23572388,718.7243414,835.714621785,333.537043671,0,0,0,0,0,0,0,1,1.0,0.0
2725,616.076159469,324.058056099,109.37226403,727.397026507,0,0,0,0,0,0,0,1,0.0,0.0
2726,442.038059677,594.92928255,728.832112659,241.118303268,0,0,0,0,1,0,0,0,1.0,0.0
2727,423.685373852,606.035840318,597.277821774,61.5562735832,0,0,1,0,0,0,0,0,1.0,0.0
2728,961.983953509,767.828808399,997.118041893,21.7244448121,0,0,0,0,0,1,0,0,1.0,1.0
2729,483.930793591,609.666234301,619.86719297,153.495181113,0,0,0,0,0,1,0,0,1.0,1.0
2730,498.97986906,199.174906702,657.461236427,381.64625222,0,0,1,0,0,0,0,0,0.0,0.0
2731,582.613147195,664.624734129,663.863972226,32.8682083901,0,1,0,0,0,0,0,0,1.0,0.0
2732,527.330888056,657.215098006,828.729244108,208.90789166,0,0,0,0,0,0,0,1,1.0,0.0
2733,341.562922243,674.34184084,821.225805676,55.7372725388,0,0,1,0,0,0,0,0,1.0,0.0
2734,357.27051036,740.052329232,794.870627785,189.62361151,0,0,0,0,1,0,0,0,1.0,0.0
2735,361.26260092,714.500794249,428.511398548,409.378659682,1,0,0,0,0,0,0,0,0.0,1.0
2736,403.248737449,571.431524103,605.440646661,195.616082665,1,0,0,0,0,0,0,0,1.0,0.0
2737,521.635590782,572.589772444,807.691280527,46.0878602948,0,0,1,0,0,0,0,0,1.0,0.0
2738,305.371401174,453.873228692,346.067880604,734.542037801,0,0,1,0,0,0,0,0,0.0,0.0
2739,620.707772165,691.316203533,739.336428254,67.989544558,0,1,0,0,0,0,0,0,1.0,0.0
2740,530.681137264,770.134806004,172.476139438,486.973002007,0,1,0,0,0,0,0,0,0.0,0.0
2741,594.302493401,677.284582812,711.425955313,32.5843454895,0,0,0,0,0,0,0,1,1.0,0.0
2742,394.209677813,618.247821762,653.462157042,162.327917582,0,1,0,0,0,0,0,0,1.0,0.0
2743,363.787272189,605.640528165,619.830823143,11.4671925561,1,0,0,0,0,0,0,0,1.0,0.0
2744,470.784312498,607.20470698,834.91257533,15.3879140089,0,0,0,0,1,0,0,0,1.0,0.0
2745,620.79365531,716.685387691,911.962479322,405.689920213,0,0,0,0,0,0,0,1,0.0,1.0
2746,438.690704413,584.903326852,616.00533276,111.647247368,0,0,0,0,1,0,0,0,1.0,0.0
2747,495.895493597,798.340895959,44.0224031918,16.0015559321,0,0,0,1,0,0,0,0,1.0,1.0
2748,796.203291331,284.786329372,551.034198415,51.4314547903,0,0,0,0,0,1,0,0,1.0,1.0
2749,607.042546503,678.951471153,707.061791819,267.61907407,0,0,1,0,0,0,0,0,1.0,0.0
2750,632.100959808,664.476561059,684.281876249,38.1475511089,0,1,0,0,0,0,0,0,1.0,0.0
2751,839.895773985,74.5362441796,29.1272165553,364.093848244,0,0,0,0,0,0,0,1,0.0,0.0
2752,777.071833741,856.516166365,664.437829849,58.3656359935,0,1,0,0,0,0,0,0,1.0,0.0
2753,369.560453072,703.188203939,859.977749373,100.969101984,1,0,0,0,0,0,0,0,1.0,0.0
2754,443.580983347,612.582400809,589.508947623,57.0536029452,0,1,0,0,0,0,0,0,1.0,0.0
2755,419.662311714,641.224938547,623.237610308,65.1126170838,0,0,0,0,0,0,0,1,1.0,0.0
2756,405.731763908,541.995682793,687.650661231,128.558073129,1,0,0,0,0,0,0,0,1.0,0.0
2757,582.025848709,691.627948026,697.56033522,145.092295232,0,0,0,0,1,0,0,0,1.0,0.0
2758,694.765981744,365.859953024,262.990016827,370.789085588,0,0,0,0,0,0,0,1,0.0,0.0
2759,464.259574457,619.198507814,651.475525861,200.442879527,1,0,0,0,0,0,0,0,1.0,0.0
2760,991.17845349,458.075215807,618.061135743,129.321695035,0,0,0,0,0,1,0,0,1.0,1.0
2761,381.935153961,546.577100982,632.694568926,139.257083238,0,1,0,0,0,0,0,0,1.0,0.0
2762,695.842248051,529.603596544,650.582580892,67.8392538041,0,0,0,0,0,1,0,0,1.0,1.0
2763,396.072198157,569.574532676,591.326443089,279.921628551,0,0,0,0,0,0,0,1,1.0,0.0
2764,590.558650678,572.894257808,545.335942403,350.577951705,0,1,0,0,0,0,0,0,0.0,0.0
2765,425.19395086,594.933089405,625.981483364,187.727467707,0,0,0,0,0,0,0,1,1.0,0.0
2766,379.281604767,733.20295423,868.047534073,328.610041745,0,0,0,0,1,0,0,0,1.0,0.0
2767,422.675294919,608.357534176,737.094497812,91.7944959896,0,0,0,0,0,0,0,1,1.0,0.0
2768,367.689444266,586.30643698,627.829042867,96.0041225003,1,0,0,0,0,0,0,0,1.0,0.0
2769,724.497970367,475.878341123,805.18648654,51.0129284497,0,0,0,0,0,1,0,0,1.0,1.0
2770,465.587273344,712.707596951,716.646610384,170.275177858,1,0,0,0,0,0,0,0,1.0,0.0
2771,477.868650719,658.241462682,774.956538699,272.917879391,1,0,0,0,0,0,0,0,1.0,0.0
2772,329.678879442,571.543433234,590.894908391,106.398427799,0,0,0,0,0,0,0,1,1.0,0.0
2773,774.161249273,837.783237293,709.910838449,51.9141640347,0,0,0,0,0,0,0,1,1.0,0.0
2774,492.277743578,633.958288994,76.6556797507,382.077537525,0,0,1,0,0,0,0,0,0.0,0.0
2775,398.753760396,533.518128141,632.87282572,98.9635083193,0,1,0,0,0,0,0,0,1.0,0.0
2776,600.302281908,689.570877281,677.092770224,274.694673462,0,0,1,0,0,0,0,0,1.0,0.0
2777,423.358199583,599.717520035,642.275948506,207.973706105,0,0,0,0,0,0,0,1,1.0,0.0
2778,808.192419258,861.810446833,714.143815608,15.6779271353,0,0,0,0,0,0,0,1,1.0,0.0
2779,600.05284592,667.358448097,674.157975634,155.977548807,0,0,1,0,0,0,0,0,1.0,0.0
2780,418.697169445,583.254344833,692.026017683,87.1551398916,0,0,0,0,0,0,0,1,1.0,0.0
2781,389.864346372,602.604380126,623.9170046,51.4348253127,0,0,0,0,0,0,0,1,1.0,0.0
2782,454.786072967,573.670310635,672.338206008,310.796823026,0,0,1,0,0,0,0,0,1.0,0.0
2783,464.53301298,580.495552465,633.170340929,214.067855796,0,0,0,0,0,0,0,1,1.0,0.0
2784,825.206143385,862.601893865,697.214570176,21.8719412741,0,0,1,0,0,0,0,0,1.0,0.0
2785,183.646864723,810.470704475,894.57627885,32.269222012,0,0,0,0,0,1,0,0,1.0,1.0
2786,451.914924197,797.367942084,615.073813484,173.561443407,0,0,0,1,0,0,0,0,1.0,1.0
2787,238.446817989,748.919388394,342.650488823,387.575211108,0,0,1,0,0,0,0,0,0.0,0.0
2788,455.618413411,632.867206863,748.820476015,84.7687098412,0,0,0,0,1,0,0,0,1.0,0.0
2789,441.771096966,582.494572313,799.819762077,46.4232245705,0,0,0,0,1,0,0,0,1.0,0.0
2790,756.187491959,879.273234142,742.381324293,54.3662224228,0,0,0,0,0,0,1,0,1.0,1.0
2791,386.821795594,724.822493088,863.103357955,248.991604319,0,0,0,0,1,0,0,0,1.0,0.0
2792,379.083357419,696.324898557,830.075799023,281.693598956,1,0,0,0,0,0,0,0,1.0,0.0
2793,597.764421654,648.803153324,685.061034049,217.792301779,0,0,1,0,0,0,0,0,1.0,0.0
2794,484.662513005,45.9928309879,413.043935687,462.111205864,0,0,1,0,0,0,0,0,0.0,0.0
2795,570.151185626,593.786438992,885.049369225,252.810700505,0,1,0,0,0,0,0,0,1.0,0.0
2796,367.233150641,844.997973943,207.780324219,658.685039712,0,0,0,0,1,0,0,0,0.0,0.0
2797,918.559831379,245.59098389,285.38072558,209.601443411,0,0,0,0,0,1,0,0,1.0,1.0
2798,717.068942391,419.639123998,773.192702762,577.558850076,0,0,0,0,0,0,0,1,0.0,0.0
2799,399.516713283,586.374306367,605.055340054,240.522054204,0,0,0,0,0,0,0,1,1.0,0.0
2800,621.627672673,597.604725043,653.650388222,66.3905191306,0,1,0,0,0,0,0,0,1.0,0.0
2801,997.803046801,517.812244827,935.408038297,224.012197002,0,0,0,0,0,0,1,0,1.0,1.0
2802,462.625177001,617.485848735,658.140964169,131.499101109,0,0,0,0,0,0,0,1,1.0,0.0
2803,394.734128958,583.423262598,642.383357215,172.331386076,1,0,0,0,0,0,0,0,1.0,0.0
2804,22.348003764,17.3355911352,703.892166025,735.718345208,0,1,0,0,0,0,0,0,0.0,0.0
2805,446.416032533,701.503563861,472.770191692,367.299233215,0,0,0,0,0,0,0,1,0.0,0.0
2806,595.991437323,898.317844074,817.856658851,149.780851897,0,0,0,0,0,1,0,0,1.0,1.0
2807,598.412141339,589.244048487,639.441956741,77.8170276367,0,0,1,0,0,0,0,0,1.0,0.0
2808,440.886125623,604.107182161,774.946781097,33.8754200235,0,1,0,0,0,0,0,0,1.0,0.0
2809,247.027848668,788.358107818,487.034630664,359.711386714,0,0,0,0,0,0,0,1,0.0,0.0
2810,410.144563173,564.360944663,582.914305553,288.962493452,0,0,1,0,0,0,0,0,1.0,0.0
2811,828.647007516,875.351435034,719.159410092,50.7444965417,1,0,0,0,0,0,0,0,1.0,0.0
2812,621.799252275,589.967790179,621.6538375,53.7881507654,0,0,0,0,0,0,0,1,1.0,0.0
2813,634.558696646,505.639878121,612.546159467,-64.8583562292,0,0,1,0,0,0,0,0,0.0,1.0
2814,446.204751918,597.456266198,593.443115398,287.005655968,1,0,0,0,0,0,0,0,1.0,0.0
2815,710.610597627,834.297144663,890.842837579,67.4259375638,0,0,0,1,0,0,0,0,1.0,1.0
2816,341.975984399,682.809385208,796.391736003,321.351742857,1,0,0,0,0,0,0,0,1.0,0.0
2817,385.345087606,690.649822463,847.298158559,62.3571716236,1,0,0,0,0,0,0,0,1.0,0.0
2818,501.490373558,68.244285183,804.200865464,238.504524355,0,0,0,0,0,0,1,0,1.0,1.0
2819,22.3734946389,385.799357368,277.93453136,395.960485911,0,1,0,0,0,0,0,0,0.0,0.0
2820,416.454137862,573.40180162,616.996693173,104.5934985,0,0,0,0,0,0,0,1,1.0,0.0
2821,635.209210583,282.698909286,971.448704735,95.7592645887,0,0,0,0,0,1,0,0,1.0,1.0
2822,410.823733317,286.681065479,791.535383335,346.954947813,1,0,0,0,0,0,0,0,0.0,0.0
2823,604.407540134,56.7921018466,273.138165306,571.925920743,0,0,1,0,0,0,0,0,0.0,0.0
2824,395.751468617,550.474540179,744.110184445,233.471904483,0,0,1,0,0,0,0,0,1.0,0.0
2825,34.9936998621,15.173832716,435.08362065,727.428773347,0,1,0,0,0,0,0,0,0.0,0.0
2826,529.397255292,904.222875725,148.175698938,215.082904147,0,0,0,1,0,0,0,0,1.0,1.0
2827,416.187717003,581.125395036,589.199192792,195.186543124,0,0,1,0,0,0,0,0,1.0,0.0
2828,536.932192311,595.73294573,13.1455661565,733.75002294,0,0,0,0,1,0,0,0,0.0,0.0
2829,804.906452554,393.960818167,777.493264569,572.712411965,0,1,0,0,0,0,0,0,0.0,0.0
2830,283.98792746,716.685206716,875.494783552,429.243609519,0,1,0,0,0,0,0,0,0.0,1.0
2831,433.275383076,616.227300264,724.897720178,106.859733047,0,0,0,0,1,0,0,0,1.0,0.0
2832,392.085880972,923.801412768,497.115042021,341.708572361,0,0,0,0,0,1,0,0,1.0,1.0
2833,348.879413903,701.536434564,819.003866037,107.731470507,1,0,0,0,0,0,0,0,1.0,0.0
2834,339.437332433,694.096562602,829.366421785,167.578202222,1,0,0,0,0,0,0,0,1.0,0.0
2835,990.112238004,907.994627487,921.925729654,115.053145891,0,0,0,0,0,0,1,0,1.0,1.0
2836,479.442826657,565.881980049,872.3005425,171.509681784,0,0,0,0,0,0,0,1,1.0,0.0
2837,90.0834034825,226.968025919,262.069603084,619.473350735,0,0,0,0,0,0,0,1,0.0,0.0
2838,168.079183258,474.526988975,587.730124477,-27.2941392602,0,1,0,0,0,0,0,0,0.0,1.0
2839,454.671313776,674.853143827,649.563968529,124.346659015,0,0,0,0,1,0,0,0,1.0,0.0
2840,367.033550166,732.670923846,841.465174404,244.299177846,0,0,0,0,1,0,0,0,1.0,0.0
2841,426.46976802,566.155943976,621.234827389,44.9594837383,0,1,0,0,0,0,0,0,1.0,0.0
2842,361.718592039,681.979311019,825.214424644,40.4064281766,0,0,0,0,1,0,0,0,1.0,0.0
2843,468.826683787,619.64711247,638.729687265,122.191325299,0,1,0,0,0,0,0,0,1.0,0.0
2844,478.092859613,639.317970783,778.892963178,40.8305631641,0,0,1,0,0,0,0,0,1.0,0.0
2845,603.910022519,660.363767576,711.466265016,169.306548844,1,0,0,0,0,0,0,0,1.0,0.0
2846,67.7188942209,285.179419985,591.026008172,99.9506891545,0,0,0,1,0,0,0,0,1.0,1.0
2847,489.428650821,589.10946104,812.536939707,238.747679859,0,0,0,0,0,0,0,1,1.0,0.0
2848,645.56062208,613.891802861,646.441520067,40.1088265611,0,0,1,0,0,0,0,0,1.0,0.0
2849,370.049567045,692.381407979,850.385022384,12.4890924996,1,0,0,0,0,0,0,0,1.0,0.0
2850,399.525014647,574.838623234,598.149469222,302.045693565,0,0,0,0,1,0,0,0,1.0,0.0
2851,658.002842241,971.413975369,641.946732532,248.065308285,0,0,0,1,0,0,0,0,1.0,1.0
2852,409.583541666,582.748851744,737.992076513,329.005406023,0,1,0,0,0,0,0,0,1.0,0.0
2853,434.696942644,577.4463981,581.290104907,306.701605546,0,0,1,0,0,0,0,0,1.0,0.0
2854,593.102777741,675.351803863,668.821897458,34.5621528405,0,1,0,0,0,0,0,0,1.0,0.0
2855,328.013491186,367.072004164,503.131799919,493.845748545,1,0,0,0,0,0,0,0,0.0,0.0
2856,425.067436626,401.325483574,785.912272452,135.490448232,0,0,0,0,0,1,0,0,1.0,1.0
2857,418.006007771,736.353146449,878.580885281,104.996782863,1,0,0,0,0,0,0,0,1.0,0.0
2858,894.13268771,910.091989304,980.891968493,115.017810354,0,0,0,0,0,1,0,0,1.0,1.0
2859,524.286822031,694.128128801,807.88804892,158.918772556,1,0,0,0,0,0,0,0,1.0,0.0
2860,388.715964339,718.217352794,842.430401253,330.941422575,0,0,0,0,1,0,0,0,1.0,0.0
2861,629.116650806,696.635130898,726.6541459,19.0809121249,0,0,0,0,1,0,0,0,1.0,0.0
2862,594.345320881,19.4976634459,936.013368124,519.69980044,0,1,0,0,0,0,0,0,0.0,0.0
2863,943.584730757,309.222110547,414.025951549,327.919846251,0,0,0,0,0,1,0,0,1.0,1.0
2864,398.332804786,529.458874696,592.767183527,28.3538077989,0,0,0,0,1,0,0,0,1.0,0.0
2865,414.739896172,601.180745767,724.58301665,239.10753888,0,0,1,0,0,0,0,0,1.0,0.0
2866,442.784098935,588.581226434,729.98070818,53.7060708198,0,1,0,0,0,0,0,0,1.0,0.0
2867,643.070688863,477.576241644,645.766697553,440.82902368,0,0,1,0,0,0,0,0,0.0,0.0
2868,360.361809734,697.100031486,844.870573268,125.729906465,0,0,1,0,0,0,0,0,1.0,0.0
2869,431.709133444,617.61170252,632.235829316,188.566829194,0,0,0,0,0,0,0,1,1.0,0.0
2870,442.328942884,588.543039754,759.635480382,32.2316166952,0,0,0,0,1,0,0,0,1.0,0.0
2871,426.917294153,588.655806776,614.425479452,106.173311597,0,0,1,0,0,0,0,0,1.0,0.0
2872,397.490163151,524.162097766,636.296708073,114.466964996,0,1,0,0,0,0,0,0,1.0,0.0
2873,452.924983239,647.34887741,607.837900635,213.147300932,0,1,0,0,0,0,0,0,1.0,0.0
2874,325.32632365,705.557273039,808.523133874,28.0036635235,1,0,0,0,0,0,0,0,1.0,0.0
2875,794.273151902,430.382657733,278.402553847,547.093205904,0,1,0,0,0,0,0,0,0.0,0.0
2876,626.715496182,886.244788443,859.439685826,244.291862153,0,0,0,0,0,1,0,0,1.0,1.0
2877,292.979743583,744.013902903,376.193610386,419.720177736,0,0,0,0,0,0,0,1,0.0,0.0
2878,330.191784415,701.021849565,805.932764104,40.8965649301,0,0,1,0,0,0,0,0,1.0,0.0
2879,592.233878264,672.566411322,711.601667969,58.5122126257,0,0,0,0,0,0,0,1,1.0,0.0
2880,503.684093595,587.096844388,762.10772191,175.817284513,0,0,0,0,0,0,0,1,1.0,0.0
2881,437.242804404,642.976090364,664.363592884,246.278381793,0,1,0,0,0,0,0,0,1.0,0.0
2882,555.166470419,604.975139246,452.739491593,37.6837402044,0,0,0,0,0,0,1,0,1.0,1.0
2883,415.03034362,718.541971299,631.852009266,173.055918498,0,0,1,0,0,0,0,0,1.0,0.0
2884,535.280204844,668.319147394,956.269314981,328.334141369,0,0,0,1,0,0,0,0,1.0,1.0
2885,135.596567066,855.929500848,464.426654863,79.1524191418,0,0,0,1,0,0,0,0,1.0,1.0
2886,581.301653793,386.62275672,635.614749508,309.329307983,0,0,0,0,0,1,0,0,1.0,1.0
2887,363.442649113,576.656626668,659.410140294,99.026361894,1,0,0,0,0,0,0,0,1.0,0.0
2888,348.597656099,589.594558039,556.752711055,43.770023228,1,0,0,0,0,0,0,0,1.0,0.0
2889,499.312589722,575.134751275,34.588468436,346.197124092,0,1,0,0,0,0,0,0,0.0,0.0
2890,736.154896418,830.95454591,653.569400216,105.253515549,0,0,1,0,0,0,0,0,1.0,0.0
2891,348.642210931,681.145099996,820.829332839,85.1169690055,0,0,1,0,0,0,0,0,1.0,0.0
2892,792.669592008,852.748981636,704.850236187,53.7362467511,1,0,0,0,0,0,0,0,1.0,0.0
2893,587.852703281,672.907960714,665.850873624,199.852669358,0,0,0,0,0,0,0,1,1.0,0.0
2894,603.17789427,662.389336083,698.823302744,88.7944175751,0,0,0,0,0,0,0,1,1.0,0.0
2895,822.777327892,780.587349573,896.263343289,723.162024319,0,0,1,0,0,0,0,0,0.0,0.0
2896,882.058999752,970.934081077,837.609256851,77.2169204508,0,0,0,1,0,0,0,0,1.0,1.0
2897,482.630806107,561.756902871,775.312698102,280.711961513,0,0,0,0,1,0,0,0,1.0,0.0
2898,395.337332182,596.803935292,611.565740275,132.285858943,1,0,0,0,0,0,0,0,1.0,0.0
2899,412.867345653,595.052523231,858.107769681,83.1782806193,1,0,0,0,0,0,0,0,1.0,0.0
2900,825.507023955,852.711804199,700.122125205,328.657177944,0,0,1,0,0,0,0,0,1.0,0.0
2901,372.479092747,690.533756138,830.454013637,333.138246964,0,0,0,0,0,0,0,1,1.0,0.0
2902,407.234080973,701.835731389,870.196992474,171.726207745,1,0,0,0,0,0,0,0,1.0,0.0
2903,882.999032295,481.724555138,974.462106639,53.8915788538,0,0,0,0,0,1,0,0,1.0,1.0
2904,362.847433087,628.661701882,646.773523457,243.622205784,0,1,0,0,0,0,0,0,1.0,0.0
2905,410.264162757,582.593817443,767.657839316,218.894892367,0,0,0,0,1,0,0,0,1.0,0.0
2906,655.271711796,671.977177473,742.29345713,214.500460871,0,1,0,0,0,0,0,0,1.0,0.0
2907,425.65291325,561.457113731,771.949543265,85.5407208817,0,1,0,0,0,0,0,0,1.0,0.0
2908,598.968344782,671.243861655,685.88668589,142.449338589,0,0,0,0,1,0,0,0,1.0,0.0
2909,83.3873667371,435.041367756,793.692732255,354.814762763,0,0,1,0,0,0,0,0,0.0,0.0
2910,587.93155714,666.08749506,701.731588221,171.350530146,0,0,0,0,0,0,0,1,1.0,0.0
2911,476.657826288,630.228993421,733.363128542,238.495409352,1,0,0,0,0,0,0,0,1.0,0.0
2912,492.082550571,671.855805392,897.761595371,121.305536148,1,0,0,0,0,0,0,0,1.0,0.0
2913,470.842100152,617.40497813,805.497608562,21.8246341663,0,0,0,0,0,0,0,1,1.0,0.0
2914,375.122101673,602.128475608,614.796547999,33.0281485642,0,0,0,0,1,0,0,0,1.0,0.0
2915,458.222646076,603.094101846,731.365549028,43.9604267189,0,1,0,0,0,0,0,0,1.0,0.0
2916,616.447166749,668.131605688,685.677816092,90.1351127633,0,0,0,0,0,0,0,1,1.0,0.0
2917,202.312372199,138.832809636,185.70613435,158.322603066,0,0,0,0,0,0,1,0,1.0,1.0
2918,223.352487475,516.703068998,587.810940666,353.598681769,0,1,0,0,0,0,0,0,0.0,1.0
2919,366.130255249,603.370508989,592.502099623,151.002205543,0,1,0,0,0,0,0,0,1.0,0.0
